"Indicator","Time","Value (USD/ZMK)"
"Currency","2015/01/20",6.56
"Currency","2015/01/19",6.56
"Currency","2015/01/16",6.47
"Currency","2015/01/15",6.54
"Currency","2015/01/14",6.57
"Currency","2015/01/13",6.56
"Currency","2015/01/12",6.53
"Currency","2015/01/09",6.47
"Currency","2015/01/08",6.52
"Currency","2015/01/07",6.60
"Currency","2015/01/06",6.54
"Currency","2015/01/05",6.44
"Currency","2015/01/02",6.39
"Currency","2015/01/01",6.40
"Currency","2014/12/31",6.40
"Currency","2014/12/30",6.40
"Currency","2014/12/29",6.36
"Currency","2014/12/26",6.35
"Currency","2014/12/25",6.35
"Currency","2014/12/24",6.35
"Currency","2014/12/23",6.34
"Currency","2014/12/22",6.33
"Currency","2014/12/19",6.30
"Currency","2014/12/18",6.25
"Currency","2014/12/17",6.30
"Currency","2014/12/16",6.33
"Currency","2014/12/15",6.34
"Currency","2014/12/12",6.35
"Currency","2014/12/11",6.36
"Currency","2014/12/10",6.35
"Currency","2014/12/09",6.36
"Currency","2014/12/08",6.36
"Currency","2014/12/05",6.36
"Currency","2014/12/04",6.36
"Currency","2014/12/03",6.38
"Currency","2014/12/02",6.31
"Currency","2014/12/01",6.36
"Currency","2014/11/28",6.31
"Currency","2014/11/27",6.32
"Currency","2014/11/26",6.32
"Currency","2014/11/25",6.34
"Currency","2014/11/24",6.30
"Currency","2014/11/21",6.35
"Currency","2014/11/20",6.33
"Currency","2014/11/19",6.34
"Currency","2014/11/18",6.37
"Currency","2014/11/17",6.37
"Currency","2014/11/14",6.39
"Currency","2014/11/13",6.36
"Currency","2014/11/12",6.38
"Currency","2014/11/11",6.38
"Currency","2014/11/10",6.37
"Currency","2014/11/07",6.41
"Currency","2014/11/06",6.35
"Currency","2014/11/05",6.40
"Currency","2014/11/04",6.33
"Currency","2014/11/03",6.37
"Currency","2014/10/31",6.27
"Currency","2014/10/30",6.39
"Currency","2014/10/29",6.42
"Currency","2014/10/28",6.37
"Currency","2014/10/27",6.36
"Currency","2014/10/24",6.36
"Currency","2014/10/23",6.36
"Currency","2014/10/22",6.39
"Currency","2014/10/21",6.38
"Currency","2014/10/20",6.39
"Currency","2014/10/17",6.36
"Currency","2014/10/16",6.36
"Currency","2014/10/15",6.35
"Currency","2014/10/14",6.32
"Currency","2014/10/13",6.30
"Currency","2014/10/10",6.33
"Currency","2014/10/09",6.32
"Currency","2014/10/08",6.36
"Currency","2014/10/07",6.32
"Currency","2014/10/06",6.30
"Currency","2014/10/03",6.29
"Currency","2014/10/02",6.29
"Currency","2014/10/01",6.28
"Currency","2014/09/30",6.28
"Currency","2014/09/29",6.27
"Currency","2014/09/26",6.27
"Currency","2014/09/25",6.23
"Currency","2014/09/24",6.18
"Currency","2014/09/23",6.18
"Currency","2014/09/22",6.20
"Currency","2014/09/19",6.20
"Currency","2014/09/18",6.19
"Currency","2014/09/17",6.17
"Currency","2014/09/16",6.17
"Currency","2014/09/15",6.20
"Currency","2014/09/12",6.16
"Currency","2014/09/11",6.16
"Currency","2014/09/10",6.17
"Currency","2014/09/09",6.10
"Currency","2014/09/08",6.07
"Currency","2014/09/05",6.06
"Currency","2014/09/04",6.06
"Currency","2014/09/03",6.03
"Currency","2014/09/02",6.07
"Currency","2014/09/01",6.05
"Currency","2014/08/29",6.01
"Currency","2014/08/28",6.01
"Currency","2014/08/27",6.01
"Currency","2014/08/26",6.02
"Currency","2014/08/25",6.06
"Currency","2014/08/22",6.06
"Currency","2014/08/21",6.08
"Currency","2014/08/20",6.02
"Currency","2014/08/19",6.10
"Currency","2014/08/18",6.11
"Currency","2014/08/15",6.12
"Currency","2014/08/14",6.17
"Currency","2014/08/13",6.19
"Currency","2014/08/12",6.20
"Currency","2014/08/11",6.18
"Currency","2014/08/08",6.16
"Currency","2014/08/07",6.17
"Currency","2014/08/06",6.16
"Currency","2014/08/05",6.15
"Currency","2014/08/04",6.15
"Currency","2014/08/01",6.17
"Currency","2014/07/31",6.13
"Currency","2014/07/30",6.16
"Currency","2014/07/29",6.17
"Currency","2014/07/28",6.12
"Currency","2014/07/25",6.15
"Currency","2014/07/24",6.13
"Currency","2014/07/23",6.12
"Currency","2014/07/22",6.12
"Currency","2014/07/21",6.12
"Currency","2014/07/18",6.14
"Currency","2014/07/17",6.13
"Currency","2014/07/16",6.13
"Currency","2014/07/15",6.14
"Currency","2014/07/14",6.14
"Currency","2014/07/11",6.11
"Currency","2014/07/10",6.07
"Currency","2014/07/09",6.22
"Currency","2014/07/08",6.19
"Currency","2014/07/07",6.19
"Currency","2014/07/04",6.22
"Currency","2014/07/03",6.27
"Currency","2014/07/02",6.27
"Currency","2014/07/01",6.27
"Currency","2014/06/30",6.31
"Currency","2014/06/27",6.20
"Currency","2014/06/26",6.14
"Currency","2014/06/25",6.08
"Currency","2014/06/24",6.08
"Currency","2014/06/23",6.09
"Currency","2014/06/20",6.08
"Currency","2014/06/19",6.22
"Currency","2014/06/18",6.19
"Currency","2014/06/17",6.22
"Currency","2014/06/16",6.22
"Currency","2014/06/13",6.28
"Currency","2014/06/12",6.36
"Currency","2014/06/11",6.35
"Currency","2014/06/10",6.37
"Currency","2014/06/09",6.43
"Currency","2014/06/06",6.44
"Currency","2014/06/05",6.62
"Currency","2014/06/04",6.71
"Currency","2014/06/03",6.70
"Currency","2014/06/02",6.60
"Currency","2014/05/30",6.83
"Currency","2014/05/29",6.90
"Currency","2014/05/28",7.05
"Currency","2014/05/27",7.01
"Currency","2014/05/26",6.88
"Currency","2014/05/23",6.88
"Currency","2014/05/22",6.75
"Currency","2014/05/21",6.65
"Currency","2014/05/20",6.70
"Currency","2014/05/19",6.72
"Currency","2014/05/16",6.67
"Currency","2014/05/15",6.66
"Currency","2014/05/14",6.55
"Currency","2014/05/13",6.56
"Currency","2014/05/12",6.52
"Currency","2014/05/09",6.45
"Currency","2014/05/08",6.50
"Currency","2014/05/07",6.50
"Currency","2014/05/06",6.48
"Currency","2014/05/05",6.43
"Currency","2014/05/02",6.40
"Currency","2014/05/01",6.31
"Currency","2014/04/30",6.31
"Currency","2014/04/29",6.33
"Currency","2014/04/28",6.33
"Currency","2014/04/25",6.28
"Currency","2014/04/24",6.25
"Currency","2014/04/23",6.24
"Currency","2014/04/22",6.26
"Currency","2014/04/21",6.19
"Currency","2014/04/18",6.19
"Currency","2014/04/17",6.19
"Currency","2014/04/16",6.24
"Currency","2014/04/15",6.22
"Currency","2014/04/14",6.14
"Currency","2014/04/11",6.09
"Currency","2014/04/10",6.08
"Currency","2014/04/09",6.16
"Currency","2014/04/08",6.16
"Currency","2014/04/07",6.16
"Currency","2014/04/04",6.16
"Currency","2014/04/03",6.14
"Currency","2014/04/02",6.20
"Currency","2014/04/01",6.18
"Currency","2014/03/31",6.15
"Currency","2014/03/28",6.27
"Currency","2014/03/27",6.42
"Currency","2014/03/26",6.24
"Currency","2014/03/25",6.12
"Currency","2014/03/24",5.99
"Currency","2014/03/21",6.18
"Currency","2014/03/20",6.29
"Currency","2014/03/19",6.43
"Currency","2014/03/18",6.28
"Currency","2014/03/17",6.14
"Currency","2014/03/14",6.05
"Currency","2014/03/13",6.01
"Currency","2014/03/12",5.94
"Currency","2014/03/11",5.94
"Currency","2014/03/10",5.92
"Currency","2014/03/07",5.96
"Currency","2014/03/06",5.99
"Currency","2014/03/05",6.02
"Currency","2014/03/04",5.92
"Currency","2014/03/03",5.83
"Currency","2014/02/28",5.83
"Currency","2014/02/27",5.81
"Currency","2014/02/26",5.80
"Currency","2014/02/25",5.79
"Currency","2014/02/24",5.80
"Currency","2014/02/21",5.79
"Currency","2014/02/20",5.71
"Currency","2014/02/19",5.76
"Currency","2014/02/18",5.73
"Currency","2014/02/17",5.71
"Currency","2014/02/14",5.73
"Currency","2014/02/13",5.70
"Currency","2014/02/12",5.65
"Currency","2014/02/11",5.64
"Currency","2014/02/10",5.62
"Currency","2014/02/07",5.61
"Currency","2014/02/06",5.61
"Currency","2014/02/05",5.60
"Currency","2014/02/04",5.59
"Currency","2014/02/03",5.59
"Currency","2014/01/31",5.59
"Currency","2014/01/30",5.57
"Currency","2014/01/29",5.56
"Currency","2014/01/28",5.56
"Currency","2014/01/27",5.55
"Currency","2014/01/24",5.53
"Currency","2014/01/23",5.53
"Currency","2014/01/22",5.52
"Currency","2014/01/21",5.53
"Currency","2014/01/20",5.48
"Currency","2014/01/17",5.48
"Currency","2014/01/16",5.51
"Currency","2014/01/15",5.47
"Currency","2014/01/14",5.50
"Currency","2014/01/13",5.50
"Currency","2014/01/10",5.52
"Currency","2014/01/09",5.52
"Currency","2014/01/08",5.53
"Currency","2014/01/07",5.53
"Currency","2014/01/06",5.53
"Currency","2014/01/03",5.52
"Currency","2014/01/02",5.52
"Currency","2014/01/01",5.55
"Currency","2013/12/31",5.55
"Currency","2013/12/30",5.52
"Currency","2013/12/27",5.52
"Currency","2013/12/26",5.50
"Currency","2013/12/25",5.52
"Currency","2013/12/24",5.52
"Currency","2013/12/23",5.52
"Currency","2013/12/20",5.41
"Currency","2013/12/19",5.42
"Currency","2013/12/18",5.40
"Currency","2013/12/17",5.48
"Currency","2013/12/16",5.53
"Currency","2013/12/13",5.56
"Currency","2013/12/12",5.55
"Currency","2013/12/11",5.60
"Currency","2013/12/10",5.59
"Currency","2013/12/09",5.60
"Currency","2013/12/06",5.59
"Currency","2013/12/05",5.59
"Currency","2013/12/04",5.56
"Currency","2013/12/03",5.56
"Currency","2013/12/02",5.55
"Currency","2013/11/29",5.54
"Currency","2013/11/28",5.51
"Currency","2013/11/27",5.51
"Currency","2013/11/26",5.50
"Currency","2013/11/25",5.49
"Currency","2013/11/22",5.48
"Currency","2013/11/21",5.51
"Currency","2013/11/20",5.50
"Currency","2013/11/19",5.56
"Currency","2013/11/18",5.54
"Currency","2013/11/15",5.54
"Currency","2013/11/14",5.53
"Currency","2013/11/13",5.53
"Currency","2013/11/12",5.51
"Currency","2013/11/11",5.49
"Currency","2013/11/08",5.55
"Currency","2013/11/07",5.54
"Currency","2013/11/06",5.54
"Currency","2013/11/05",5.53
"Currency","2013/11/04",5.52
"Currency","2013/11/01",5.51
"Currency","2013/10/31",5.47
"Currency","2013/10/30",5.44
"Currency","2013/10/29",5.45
"Currency","2013/10/28",5.40
"Currency","2013/10/25",5.35
"Currency","2013/10/24",5.31
"Currency","2013/10/23",5.30
"Currency","2013/10/22",5.30
"Currency","2013/10/21",5.29
"Currency","2013/10/18",5.29
"Currency","2013/10/17",5.29
"Currency","2013/10/16",5.29
"Currency","2013/10/15",5.21
"Currency","2013/10/14",5.27
"Currency","2013/10/11",5.27
"Currency","2013/10/10",5.29
"Currency","2013/10/09",5.30
"Currency","2013/10/08",5.28
"Currency","2013/10/07",5.29
"Currency","2013/10/04",5.28
"Currency","2013/10/03",5.30
"Currency","2013/10/02",5.30
"Currency","2013/10/01",5.33
"Currency","2013/09/30",5.31
"Currency","2013/09/27",5.32
"Currency","2013/09/26",5.31
"Currency","2013/09/25",5.30
"Currency","2013/09/24",5.31
"Currency","2013/09/23",5.31
"Currency","2013/09/20",5.25
"Currency","2013/09/19",5.23
"Currency","2013/09/18",5.30
"Currency","2013/09/17",5.35
"Currency","2013/09/16",5.35
"Currency","2013/09/13",5.35
"Currency","2013/09/12",5.36
"Currency","2013/09/11",5.35
"Currency","2013/09/10",5.36
"Currency","2013/09/09",5.36
"Currency","2013/09/06",5.36
"Currency","2013/09/05",5.37
"Currency","2013/09/04",5.38
"Currency","2013/09/03",5.37
"Currency","2013/09/02",5.38
"Currency","2013/08/30",5.37
"Currency","2013/08/29",5.41
"Currency","2013/08/28",5.39
"Currency","2013/08/27",5.41
"Currency","2013/08/26",5.43
"Currency","2013/08/23",5.38
"Currency","2013/08/22",5.39
"Currency","2013/08/21",5.41
"Currency","2013/08/20",5.42
"Currency","2013/08/19",5.42
"Currency","2013/08/16",5.43
"Currency","2013/08/15",5.43
"Currency","2013/08/14",5.42
"Currency","2013/08/13",5.43
"Currency","2013/08/12",5.44
"Currency","2013/08/09",5.45
"Currency","2013/08/08",5.46
"Currency","2013/08/07",5.48
"Currency","2013/08/06",5.48
"Currency","2013/08/05",5.47
"Currency","2013/08/02",5.47
"Currency","2013/08/01",5.47
"Currency","2013/07/31",5.48
"Currency","2013/07/30",5.49
"Currency","2013/07/29",5.47
"Currency","2013/07/26",5.47
"Currency","2013/07/25",5.47
"Currency","2013/07/24",5.49
"Currency","2013/07/23",5.48
"Currency","2013/07/22",5.49
"Currency","2013/07/19",5.49
"Currency","2013/07/18",5.49
"Currency","2013/07/17",5.48
"Currency","2013/07/16",5.49
"Currency","2013/07/15",5.49
"Currency","2013/07/12",5.47
"Currency","2013/07/11",5.47
"Currency","2013/07/10",5.51
"Currency","2013/07/09",5.52
"Currency","2013/07/08",5.53
"Currency","2013/07/05",5.49
"Currency","2013/07/04",5.49
"Currency","2013/07/03",5.49
"Currency","2013/07/02",5.49
"Currency","2013/07/01",5.49
"Currency","2013/06/28",5.49
"Currency","2013/06/27",5.48
"Currency","2013/06/26",5.51
"Currency","2013/06/25",5.48
"Currency","2013/06/24",5.46
"Currency","2013/06/21",5.42
"Currency","2013/06/20",5.48
"Currency","2013/06/19",5.43
"Currency","2013/06/18",5.45
"Currency","2013/06/17",5.45
"Currency","2013/06/14",5.43
"Currency","2013/06/13",5.44
"Currency","2013/06/12",5.41
"Currency","2013/06/11",5.42
"Currency","2013/06/10",5.38
"Currency","2013/06/07",5.38
"Currency","2013/06/06",5.36
"Currency","2013/06/05",5.35
"Currency","2013/06/04",5.35
"Currency","2013/06/03",5.35
"Currency","2013/05/31",5.34
"Currency","2013/05/30",5.33
"Currency","2013/05/29",5.31
"Currency","2013/05/28",5.32
"Currency","2013/05/27",5.31
"Currency","2013/05/24",5.29
"Currency","2013/05/23",5.25
"Currency","2013/05/22",5.28
"Currency","2013/05/21",5.34
"Currency","2013/05/20",5.36
"Currency","2013/05/17",5.36
"Currency","2013/05/16",5.35
"Currency","2013/05/15",5.35
"Currency","2013/05/14",5.34
"Currency","2013/05/13",5.33
"Currency","2013/05/10",5.31
"Currency","2013/05/09",5.31
"Currency","2013/05/08",5.29
"Currency","2013/05/07",5.31
"Currency","2013/05/06",5.28
"Currency","2013/05/03",5.31
"Currency","2013/05/02",5.29
"Currency","2013/05/01",5.21
"Currency","2013/04/30",5.28
"Currency","2013/04/29",5.31
"Currency","2013/04/26",5.38
"Currency","2013/04/25",5.38
"Currency","2013/04/24",5.35
"Currency","2013/04/23",5.34
"Currency","2013/04/22",5.35
"Currency","2013/04/19",5.33
"Currency","2013/04/18",5.32
"Currency","2013/04/17",5.30
"Currency","2013/04/16",5.31
"Currency","2013/04/15",5.31
"Currency","2013/04/12",5.28
"Currency","2013/04/11",5.35
"Currency","2013/04/10",5.35
"Currency","2013/04/09",5.36
"Currency","2013/04/08",5.36
"Currency","2013/04/05",5.35
"Currency","2013/04/04",5.38
"Currency","2013/04/03",5.40
"Currency","2013/04/02",5.41
"Currency","2013/04/01",5.37
"Currency","2013/03/29",5.37
"Currency","2013/03/28",5.37
"Currency","2013/03/27",5.37
"Currency","2013/03/26",5.38
"Currency","2013/03/25",5.37
"Currency","2013/03/22",5.36
"Currency","2013/03/21",5.38
"Currency","2013/03/20",5.40
"Currency","2013/03/19",5.37
"Currency","2013/03/18",5.37
"Currency","2013/03/15",5.37
"Currency","2013/03/14",5.39
"Currency","2013/03/13",5.37
"Currency","2013/03/12",5.36
"Currency","2013/03/11",5.35
"Currency","2013/03/08",5.35
"Currency","2013/03/07",5.35
"Currency","2013/03/06",5.35
"Currency","2013/03/05",5.35
"Currency","2013/03/04",5.35
"Currency","2013/03/01",5.35
"Currency","2013/02/28",5.33
"Currency","2013/02/27",5.34
"Currency","2013/02/26",5.31
"Currency","2013/02/25",5.31
"Currency","2013/02/22",5.33
"Currency","2013/02/21",5.32
"Currency","2013/02/20",5.31
"Currency","2013/02/19",5.32
"Currency","2013/02/18",5.32
"Currency","2013/02/15",5.35
"Currency","2013/02/14",5.32
"Currency","2013/02/13",5.32
"Currency","2013/02/12",5.31
"Currency","2013/02/11",5.32
"Currency","2013/02/08",5.31
"Currency","2013/02/07",5.33
"Currency","2013/02/06",5.35
"Currency","2013/02/05",5.32
"Currency","2013/02/04",5.32
"Currency","2013/02/01",5.37
"Currency","2013/01/31",5.39
"Currency","2013/01/30",5.35
"Currency","2013/01/29",5.35
"Currency","2013/01/28",5.29
"Currency","2013/01/25",5.22
"Currency","2013/01/24",5.29
"Currency","2013/01/23",5.29
"Currency","2013/01/22",5.21
"Currency","2013/01/21",5.32
"Currency","2013/01/18",5.28
"Currency","2013/01/17",5.21
"Currency","2013/01/16",5.21
"Currency","2013/01/15",5.28
"Currency","2013/01/14",5.29
"Currency","2013/01/11",5.28
"Currency","2013/01/10",5.26
"Currency","2013/01/09",5.27
"Currency","2013/01/08",5.22
"Currency","2013/01/07",5.30
"Currency","2013/01/04",5.26
"Currency","2013/01/03",5.25
"Currency","2013/01/02",5.24
"Currency","2013/01/01",5.20
"Currency","2012/12/31",5.20
"Currency","2012/12/28",5.20
"Currency","2012/12/27",5.19
"Currency","2012/12/26",5.03
"Currency","2012/12/25",4.93
"Currency","2012/12/24",4.93
"Currency","2012/12/21",5.13
"Currency","2012/12/20",5.21
"Currency","2012/12/19",5.25
"Currency","2012/12/18",5.23
"Currency","2012/12/17",5.25
"Currency","2012/12/14",5.26
"Currency","2012/12/13",5.28
"Currency","2012/12/12",5.27
"Currency","2012/12/11",5.28
"Currency","2012/12/10",5.26
"Currency","2012/12/07",5.26
"Currency","2012/12/06",5.25
"Currency","2012/12/05",5.24
"Currency","2012/12/04",5.25
"Currency","2012/12/03",5.24
"Currency","2012/11/30",5.21
"Currency","2012/11/29",5.24
"Currency","2012/11/28",5.26
"Currency","2012/11/27",5.24
"Currency","2012/11/26",5.22
"Currency","2012/11/23",5.21
"Currency","2012/11/22",5.22
"Currency","2012/11/21",5.21
"Currency","2012/11/20",5.20
"Currency","2012/11/19",5.22
"Currency","2012/11/16",5.18
"Currency","2012/11/15",5.19
"Currency","2012/11/14",5.22
"Currency","2012/11/13",5.25
"Currency","2012/11/12",5.20
"Currency","2012/11/09",5.14
"Currency","2012/11/08",5.16
"Currency","2012/11/07",5.14
"Currency","2012/11/06",5.14
"Currency","2012/11/05",5.14
"Currency","2012/11/02",5.12
"Currency","2012/11/01",5.21
"Currency","2012/10/31",5.28
"Currency","2012/10/30",5.28
"Currency","2012/10/29",5.24
"Currency","2012/10/26",5.25
"Currency","2012/10/25",5.25
"Currency","2012/10/24",5.25
"Currency","2012/10/23",5.25
"Currency","2012/10/22",5.22
"Currency","2012/10/19",5.20
"Currency","2012/10/18",5.20
"Currency","2012/10/17",5.21
"Currency","2012/10/16",5.16
"Currency","2012/10/15",5.18
"Currency","2012/10/12",5.12
"Currency","2012/10/11",5.11
"Currency","2012/10/10",5.13
"Currency","2012/10/09",5.12
"Currency","2012/10/08",5.10
"Currency","2012/10/05",5.05
"Currency","2012/10/04",5.05
"Currency","2012/10/03",5.07
"Currency","2012/10/02",5.08
"Currency","2012/10/01",5.09
"Currency","2012/09/28",5.10
"Currency","2012/09/27",5.09
"Currency","2012/09/26",5.08
"Currency","2012/09/25",5.08
"Currency","2012/09/24",5.07
"Currency","2012/09/21",5.07
"Currency","2012/09/20",5.06
"Currency","2012/09/19",5.01
"Currency","2012/09/18",5.02
"Currency","2012/09/17",5.00
"Currency","2012/09/14",4.97
"Currency","2012/09/13",5.00
"Currency","2012/09/12",5.02
"Currency","2012/09/11",5.01
"Currency","2012/09/10",4.98
"Currency","2012/09/07",4.97
"Currency","2012/09/06",4.98
"Currency","2012/09/05",5.00
"Currency","2012/09/04",5.02
"Currency","2012/09/03",5.00
"Currency","2012/08/31",5.00
"Currency","2012/08/30",4.99
